activist,33,22
activists,27,21
activities,40,32
activity,84,50
actor,9,5
actors,30,18
actress,5,4
actresses,3,3
acts,43,35
actual,80,66
actuality,2,2
actualization,1,1
actualize,1,1
actualized,2,2
actually,2066,443
actuated,1,1
actuation,1,1
acumen,23,7
acute,10,10
acutely,5,5
ad,21,16
ada,2,2
adafruit,1,1
adage,1,1
adalgeirsson,1,1
adam,14,9
adams,4,4
adansonia,2,1
adapt,17,11
adaptability,6,3
adaptable,3,3
adaptation,9,8
adaptational,1,1
adaptations,3,3
adapted,24,19
adapters,1,1
adapting,8,7
adaptive,10,9
adapts,1,1
adbusters,1,1
add,103,73
addaura,1,1
added,40,34
addict,2,1
addicted,8,7
addiction,21,16
addictions,1,1
addictive,2,2
addicts,3,2
adding,34,29
addis,2,2
addition,41,33
additional,21,18
additionally,3,1
additive,4,2
additively,1,1
address,72,52
addressed,12,11
addresses,5,5
addressing,17,16
adds,16,15
adelaide,4,2
aden,1,1
adenike,1,1
adenikes,1,1
adept,5,5
adequate,15,9
adequately,1,1
adhd,4,3
adhere,3,3
adherents,1,1
adheres,1,1
adhesive,1,1
adichie,2,2
adina,1,1
adipose,1,1
adirondack,1,1
adivasis,1,1
adjacent,8,8
adjective,3,3
adjectives,3,3
adjust,11,8
adjusted,3,3
adjuster,1,1
adjusting,4,4
adjustment,1,1
adjustments,3,3
adjusts,3,3
adlai,1,1
administer,4,4
administered,3,3
administering,1,1
administration,23,16
administrative,1,1
administrator,3,3
administrators,5,3
admirable,1,1
admiral,1,1
admiralty,1,1
admiration,8,7
admire,8,8
admired,9,8
admirers,1,1
admission,8,7
admissions,3,3
admit,39,31
admitted,7,7
admittedly,2,2
admitting,3,3
admixed,1,1
ado,1,1
adobe,2,2
adolescence,28,10
adolescences,1,1
adolescent,11,8
adolescents,12,4
adolf,1,1
adolfo,1,1
adolph,1,1
adopt,14,12
adopted,26,22
adopting,4,4
adoption,6,6
adopts,1,1
adorable,10,8
adoration,2,2
adore,6,6
adored,4,4
adores,1,1
adoring,1,1
adorkable,2,1
adorned,1,1
adrenal,6,2
adrenalin,2,2
adrenaline,5,5
adrienne,1,1
adrift,1,1
ads,11,9
adult,58,41
adulterous,3,1
adultery,6,3
adulthood,21,10
adults,95,50
advance,23,21
advanced,35,29
advancement,8,6
advancements,5,4
advances,9,9
advancing,6,5
advantage,36,32
advantaged,1,1
advantages,6,6
advent,8,7
adventist,1,1
adventure,25,19
adventureland,1,1
adventurer,1,1
adventurers,3,3
adventures,5,5
adventurous,3,3
adverbs,1,1
adversarial,1,1
adversaries,5,3
adversary,1,1
adverse,12,7
adversity,30,7
advert,1,1
advertise,1,1
advertised,2,2
advertisement,3,3
advertisements,3,3
advertisers,2,1
advertising,15,10
advice,43,27
advil,1,1
advisable,1,1
advise,1,1
advised,5,5
adviser,5,3
advisers,3,3
advises,1,1
advising,1,1
advisor,4,4
advisors,1,1
advisory,1,1
advocacy,14,12
advocate,30,20
advocated,2,2
advocates,13,10
advocating,5,5
aepsis,1,1
aerial,4,4
aero,1,1
aerobatics,1,1
aerodynamic,3,1
aerodynamicists,1,1
aerogels,1,1
aeronautical,1,1
aeronautics,1,1
aerosol,1,1
aerosolized,1,1
aerospace,1,1
aerovironment,1,1
aeschylus,1,1
aesop,1,1
aesthetic,18,14
aesthetically,2,2
aesthetics,10,7
afar,2,2
affair,35,9
affairs,26,11
affect,66,47
affected,39,35
affecting,18,14
affection,1,1
affectionate,3,3
affectionately,3,3
affects,37,30
affidavit,1,1
affiliated,3,2
affiliation,1,1
affiliations,1,1
affirm,2,2
affirmation,1,1
affirmations,1,1
affirmative,1,1
affirmatively,1,1
affirming,1,1
afflict,1,1
afflicted,1,1
affliction,3,3
affluent,2,2
afford,80,55
affordability,3,2
affordable,24,19
afforded,6,6
affording,1,1
affords,2,2
affront,1,1
affronted,1,1
afghan,24,9
afghanistan,90,28
afghans,1,1
afield,1,1
afloat,2,2
afm,1,1
afoot,1,1
afraid,124,74
africa,335,100
african,155,51
africanism,7,1
africanist,3,1
africanness,2,1
africans,47,18
afrigator,1,1
afropolitan,1,1
after,994,418
aftereffects,1,1
afterlife,6,4
aftermath,8,7
afternoon,41,36
afternoons,3,3
afterschool,1,1
afterthought,1,1
afterward,11,10
afterwards,17,16
afterworld,1,1
ag,8,2
again,658,334
against,289,163
agarbattis,1,1
agate,1,1
age,342,189
aged,19,15
ageist,1,1
ageless,1,1
agencies,32,18
agency,33,23
agenda,20,14
agendas,5,3
agent,18,14
agents,24,19
ager,1,1
ages,47,40
agg,1,1
agglomerate,3,2
aggrandize,1,1
aggravated,2,1
aggregate,11,8
aggregated,3,2
aggregates,3,2
aggregating,3,2
aggregation,3,3
aggregator,3,3
aggression,6,6
aggressive,30,19
aggressively,2,2
aghast,1,1
agile,1,1
agility,2,1
aging,59,17
agitate,1,1
agitated,3,2
agitating,1,1
agitation,2,2
agnes,21,4
agnostic,3,2
agnostics,1,1
ago,605,326
agonize,1,1
agonized,1,1
agonizing,4,4
agony,7,7
agra,1,1
agrarian,1,1
agree,64,51
agreed,39,31
agreeing,2,2
agreement,18,12
agreements,4,4
agrees,10,8
agribusiness,1,1
agricultural,28,15
agriculturalists,1,1
agriculture,57,27
agronomic,1,1
ags,1,1
ah,35,21
aha,4,3
ahead,66,52
ahh,3,3
ahhh,1,1
ahmed,5,3
ahmedabad,7,2
ai,2,2
aib,1,1
aicha,5,1
aid,96,28
aida,2,2
aide,1,1
aids,93,37
aight,1,1
ailey,4,1
ailing,3,3
ailment,1,1
aim,32,17
aimed,6,6
aimee,15,3
aiming,4,4
aims,3,3
ain,18,16
air,216,103
airbag,1,1
airbnb,12,2
airborne,5,5
airbrushing,1,1
aircraft,19,5
aired,3,3
aires,8,5
airfare,1,1
airflow,1,1
airfoil,2,1
airier,1,1
airlifted,2,2
airline,5,4
airlines,2,2
airlock,1,1
airlocks,1,1
airmen,1,1
airplane,38,20
airplanes,13,10
airport,21,20
airports,10,7
airs,1,1
airstrips,1,1
airtime,3,3
airwaves,2,2
airway,1,1
airways,3,3
airy,1,1
aisha,1,1
aisle,5,3
aisles,5,4
aizenberg,1,1
ajiaco,1,1
ak,2,2
aka,1,1
akash,1,1
akin,5,4
aksum,1,1
akzidenz,1,1
al,43,22
alabama,6,6
alamieyeseigha,2,1
alams,2,1
alan,10,8
alanine,2,1
alanines,1,1
alarm,17,6
alarmed,3,3
alarming,6,6
alarmingly,1,1
alarms,2,2
alas,1,1
alaska,9,8
alaveteli,1,1
albacore,1,1
albatross,3,1
albeit,8,8
albert,8,8
alberta,2,2
albinism,1,1
albright,2,1
album,2,2
albums,2,2
albuquerque,2,1
alchemists,1,1
alchemy,5,3
alcohol,14,13
alcoholic,3,3
alcoholics,2,2
alcoholism,3,3
aldi,1,1
aldo,1,1
aldous,1,1
aldrich,1,1
alegre,1,1
alem,2,1
alert,8,7
alerting,1,1
alertness,1,1
alessandra,1,1
alessandro,1,1
alex,20,7
alexander,13,7
alexandre,1,1
alexandria,2,1
alexey,2,1
alexis,1,1
alfalfa,3,1
alford,1,1
alfred,3,2
alga,2,1
algae,8,4
algebra,8,6
algebraic,2,1
algeria,7,4
algerian,9,3
algerians,1,1
algiers,5,2
algorithm,27,12
algorithmically,1,1
algorithms,35,15
alhurra,3,1
ali,12,7
alibi,7,3
alice,27,10
alien,21,13
alienated,2,2
alienating,2,2
alienation,2,2
aliens,7,3
aligarh,1,1
alight,1,1
align,8,8
aligned,7,7
aligning,1,1
alignment,5,2
aligns,1,1
alike,24,18
alikes,3,1
alison,1,1
alister,1,1
alive,98,72
aliveness,1,1
all,5014,592
allah,10,2
allegations,2,2
allegedly,1,1
allegheny,2,1
allegiance,3,3
allegorical,1,1
allegory,2,1
allen,9,6
allende,6,2
allergens,1,1
allergic,1,1
allergies,1,1
allergy,1,1
alleviate,1,1
alley,5,3
alleys,1,1
alleyway,1,1
alliance,8,5
alliances,4,4
allied,2,2
allies,15,10
alligator,6,2
allison,2,1
allobrain,1,1
allocate,4,4
allocated,4,4
allocates,2,1
allocating,1,1
allocation,5,1
allosphere,6,1
allow,129,96
allowance,1,1
allowed,125,92
allowing,43,36
allows,101,69
alls,1,1
allude,1,1
alluded,1,1
alluding,1,1
allure,1,1
alluring,1,1
allusions,1,1
ally,8,5
alma,4,3
almanac,1,1
almighty,1,1
almond,4,1
almonds,2,2
almost,341,215
alone,216,163
along,215,148
alongside,26,20
alosa,1,1
alot,1,1
aloud,4,4
alpha,7,5
alphabet,11,7
alphaproteobacteria,1,1
alphas,1,1
alpine,1,1
alps,2,2
already,314,196
alright,8,8
als,25,5
also,1813,492
altar,3,2
alter,12,11
altered,11,11
altering,2,2
alternate,1,1
alternated,1,1
alternation,3,1
alternative,49,30
alternatively,1,1
alternatives,28,16
alters,1,1
although,106,85
althusser,1,1
altiplano,2,1
altitude,4,4
altitudes,1,1
alto,2,2
altogether,19,18
altruism,2,2
altruistic,2,2
aluminum,7,7
alvin,5,2
always,597,289
alzheimer,23,12
am,655,260
amadou,1,1
amalgam,1,1
amamou,1,1
amanda,2,1
amandla,1,1
amartya,2,2
amassed,2,2
amassing,1,1
amateur,7,7
amateurs,5,5
amazed,18,16
amazement,3,3
amazes,1,1
amazing,320,176
amazingly,17,14
amazon,25,21
ambady,1,1
ambassador,10,7
ambassadors,2,2
amber,2,1
ambien,2,1
ambient,2,2
ambiguities,1,1
ambiguity,15,4
ambiguous,5,5
ambition,26,20
ambitions,2,2
ambitious,24,21
ambivalent,2,2
ambiverts,1,1
ambling,1,1
amblyopia,1,1
ambrogio,2,1
ambulance,8,7
ambulances,2,1
amd,1,1
amel,12,1
ameliorate,1,1
amenable,3,2
amend,1,1
amendment,7,5
amenities,1,1
america,230,119
american,287,139
americanization,1,1
americanness,1,1
americans,88,50
americas,10,8
ames,1,1
amgen,1,1
amhari,2,1
amharic,1,1
ami,3,2
amidst,1,1
amiga,1,1
amines,2,1
amino,7,4
amiss,2,2
amitabha,5,1
amity,1,1
ammonia,1,1
ammunition,7,6
amnesia,2,2
amniotic,2,1
amnok,1,1
amoeba,2,2
among,127,92
amongst,38,34
amorphous,1,1
amory,1,1
amount,150,102
amounted,1,1
amounts,38,31
amp,1,1
amphibian,1,1
amphibians,2,2
amphibious,3,2
amphitheater,1,1
ample,3,3
amplification,4,4
amplifications,1,1
amplified,3,3
amplify,7,7
amply,1,1
ampullate,3,1
amputated,2,2
amputations,1,1
amputee,5,3
amputees,5,2
amsterdam,5,5
amuse,2,2
amused,3,3
amusement,2,2
amuses,2,2
amusing,4,4
amy,10,9
amygdala,1,1
an,3660,573
ana,2,2
anachronism,1,1
anaconda,1,1
anagram,1,1
anagrams,5,1
analog,4,4
analogies,4,4
analogous,4,4
analogy,10,9
analyses,3,3
analysis,33,28
analyst,2,1
analysts,2,2
analytic,2,2
analytical,13,5
analytics,8,3
analyze,16,13
analyzed,14,13
analyzing,4,4
anarchy,2,2
anatomic,1,1
anatomical,12,4
anatomically,1,1
anatomies,1,1
anatomy,30,10
ancestor,13,7
ancestors,44,25
ancestral,7,5
ancestry,5,3
anchor,7,7
anchored,1,1
anchoring,2,2
anchors,2,2
ancient,80,46
ancientry,1,1
and,42547,607
anda,1,1
anderson,37,33
andes,7,4
andrew,20,8
androgen,5,1
androgens,3,1
android,2,2
andromeda,1,1
andy,6,4
anecdotal,2,2
anecdotally,1,1
anecdote,5,5
anecdotes,2,2
anemia,3,3
anemic,3,3
anemones,1,1
anencephaly,1,1
anesthesia,20,6
anesthesiologist,3,2
anesthesiologists,1,1
anesthesiology,1,1
anesthetic,1,1
anesthetize,4,2
anesthetized,2,2
anew,2,2
ang,1,1
angel,8,7
angela,2,2
angeles,27,21
angelina,4,4
angeline,5,1
angels,7,6
anger,45,29
angiogenesis,4,1
angiogenic,2,1
angiogram,2,1
angiograms,1,1
angiosperms,1,1
angle,12,12
anglerfish,2,1
angles,6,5
anglia,1,1
anglican,1,1
anglo,3,2
anglophone,1,1
angola,4,4
angolan,1,1
angrily,1,1
angry,59,49
angst,3,3
anguish,6,4
angular,1,1
ani,1,1
animal,170,71
animals,269,84
animate,3,3
animated,6,5
animates,1,1
animating,1,1
animation,28,13
animations,10,5
animator,5,2
animators,2,2
anime,1,1
animosity,1,1
anise,3,1
anita,1,1
anjali,2,1
ankara,2,1
ankle,1,1
ankles,6,5
ann,2,2
anna,6,3
annals,3,3
annan,4,4
anne,4,4
annihilated,2,1
annihilating,2,2
annihilation,1,1
anniversaries,1,1
anniversary,20,14
announce,7,6
announced,26,24
announcement,7,7
announcements,1,1
announcer,1,1
announcing,3,3
annoy,2,2
annoyance,1,1
annoyed,6,5
annoying,8,8
annoyingly,1,1
annual,13,12
annually,3,3
annuals,5,1
annul,1,1
annulled,1,1
annum,1,1
anode,2,2
anointment,1,1
anomalies,2,2
anomalous,1,1
anomalously,1,1
anomaly,5,5
anonymity,4,4
anonymous,36,12
anonymously,3,3
anopheles,1,1
anorak,1,1
anorexia,2,2
another,786,348
anoxia,1,1
answer,274,168
answered,23,20
answering,19,17
answers,101,68
ant,70,7
antagonistic,1,1
antagonists,1,1
antarctic,6,6
antarctica,10,8
ante,1,1
anteater,1,1
antecedent,2,1
antenna,7,5
antennae,7,4
antennal,3,1
antennas,4,3
anterior,1,1
anternet,1,1
anthem,2,2
anther,1,1
anthony,7,5
anthrax,2,2
anthropological,2,2
anthropologist,3,3
anthropologists,6,6
anthropology,9,6
anthropomorphic,2,1
anthropomorphize,5,2
anthropomorphizes,1,1
anthropomorphizing,3,1
anti,65,41
antianxiety,6,1
antibacterial,1,1
antibiotic,17,3
antibiotics,41,11
antibodies,3,3
antibody,1,1
anticipate,8,7
anticipated,12,12
anticipating,4,4
anticipation,11,6
anticlastic,1,1
anticlimactic,1,1
antidepressant,1,1
antidepressants,11,5
antidote,6,6
antidotes,1,1
antigua,2,1
antimicrobial,1,1
antioxidant,4,2
antioxidants,2,2
antipathy,1,1
antipsychotic,1,1
antipsychotics,2,1
antiquarians,1,1
antiquated,1,1
antique,1,1
antiretroviral,9,3
antiretrovirals,2,2
antisocial,1,1
antithesis,3,2
antitrust,1,1
antiwar,2,1
antoine,1,1
antonio,5,3
antony,2,1
antonyms,2,1
ants,121,8
antz,1,1
anuj,3,1
anwr,1,1
anxieties,1,1
anxiety,50,29
anxious,16,11
anxiously,1,1
any,847,370
anybody,108,80
anyhow,2,2
anymore,104,83
anyone,167,121
anyplace,1,1
anything,379,231
anytime,9,9
anyway,114,82
anyways,4,4
anywhere,79,69
ao,9,2
aorta,2,2
ap,1,1
apaixonadas,1,1
apart,67,57
apartheid,13,12
apartment,38,23
apartments,5,4
apathetic,3,3
apathy,2,2
ape,6,3
aperture,6,3
apertures,1,1
apes,14,8
aphids,1,1
aphorisms,2,1
aphrodisiac,1,1
aphrodisiacs,1,1
aphrodite,1,1
api,3,2
apiece,2,2
aping,1,1
apkon,1,1
apnea,2,2
apocalypse,1,1
apocalyptic,1,1
apolitical,1,1
apollo,8,5
apollonia,1,1
apologetic,1,1
apologies,1,1
apologist,1,1
apologize,15,10
apologized,1,1
apologizes,1,1
apologizing,3,3
apology,2,2
apostates,1,1
apostles,3,2
app,35,19
appalachia,1,1
appalachians,1,1
appalled,3,3
appalling,4,4
appallingly,1,1
apparatus,2,2
apparel,3,1
apparent,9,8
apparently,31,26
apparition,1,1
appeal,17,11
appealed,1,1
appealing,12,12
appeals,4,3
appear,35,28
appearance,18,14
appearances,3,3
appeared,40,35
appearing,5,4
appears,29,21
appeased,1,1
appendage,7,3
appendages,5,2
appendectomy,1,1
appertaining,1,1
appetit,1,1
appetite,6,6
appetizers,1,1
applauded,1,1
applause,145,93
apple,30,19
apples,6,6
appliances,4,4
applicable,1,1
applicant,1,1
applicants,2,2
application,33,21
applications,36,21
applied,33,28
applies,11,11
apply,67,55
applying,18,16
appoint,1,1
appointed,3,2
appointing,1,1
appointment,8,7
appointments,1,1
appreciate,37,30
appreciated,10,10
appreciating,2,2
appreciation,17,13
appreciative,2,2
apprehension,2,2
apprentice,8,2
apprenticed,1,1
apprentices,1,1
apprenticeship,2,2
approach,112,67
approachable,2,2
approached,19,16
approaches,23,20
approaching,19,15
appropriate,32,26
appropriated,1,1
appropriately,9,9
appropriating,1,1
appropriation,1,1
approval,8,7
approve,2,2
approved,17,15
approximate,1,1
approximately,12,12
approximating,1,1
apps,17,11
april,16,10
aproch,1,1
apsaras,3,1
apt,3,3
aptly,3,3
aquaculture,1,1
aquanauts,2,1
aquaponic,1,1
aquaponics,1,1
aquaporin,1,1
aquaporins,1,1
aquarist,1,1
aquarium,10,5
aquatic,17,3
aqueduct,1,1
aqueducts,2,1
arab,61,15
arabia,14,4
arabian,1,1
arabic,48,16
arable,5,4
arables,1,1
arabs,12,4
arafat,1,1
aranda,1,1
araneus,1,1
arawak,1,1
arberry,1,1
arbiter,3,2
arbitrage,1,1
arbitrarily,2,2
arbitrary,5,5
arboreal,1,1
arborist,1,1
arborizations,1,1
arbus,1,1
arc,9,6
arcade,1,1
arcane,3,3
arch,3,2
archaeological,3,3
archaeology,2,2
archaic,3,3
archbishop,1,1
arche,2,1
arched,1,1
archeological,1,1
archeologist,2,1
archeologists,2,2
archer,5,3
archers,3,1
archery,1,1
arches,3,2
archetypal,3,3
archetype,5,2
archie,1,1
arching,1,1
archipelago,1,1
architect,29,20
architects,28,24
architectural,17,12
architecture,57,29
architectures,1,1
archival,1,1
archive,9,9
archives,8,5
archiving,1,1
archway,1,1
arcs,4,2
arctic,12,10
ardent,1,1
arduino,1,1
arduous,5,5
are,7964,597
area,133,95
areas,176,94
aren,140,111
arena,12,6
arenas,3,3
aretha,1,1
argentina,26,11
argentine,2,2
argentinean,3,2
argentinian,1,1
argentinians,1,1
argiope,2,1
arguably,6,5
argue,38,30
argued,15,13
argues,2,2
arguing,9,8
argument,35,23
arguments,19,14
argus,1,1
arguta,1,1
aria,3,2
ariadne,1,1
arias,2,2
aridity,1,1
ariel,2,1
arise,6,6
arisen,3,3
arises,9,7
arising,1,1
aristocracy,1,1
aristocratic,1,1
aristotle,4,3
arithmetic,1,1
arizona,13,10
arjuna,1,1
ark,7,2
arkansas,2,2
arlington,2,1
arm,34,23
armada,1,1
armament,1,1
armature,1,1
armchair,1,1
armchairs,2,2
armed,39,21
armenian,3,2
armies,3,3
armillaria,2,1
arming,2,2
armonia,1,1
armor,12,9
armored,1,1
armpits,2,2
arms,72,44
armstrong,3,2
army,38,25
arno,2,2
arnold,2,2
aromatic,1,1
aron,6,3
arose,4,2
around,1145,418
arousal,3,2
arouse,1,1
aroused,5,2
arousing,1,1
arraigned,1,1
arrange,1,1
arranged,12,8
arrangement,10,9
arrangements,4,4
arrangers,1,1
arranging,3,3
array,27,18
arrayed,3,2
arrays,2,2
arrest,14,6
arrested,29,21
arresting,4,4
arrests,4,2
arrival,8,8
arrive,11,11
arrived,66,54
arrives,4,4
arriving,11,10
arrogance,7,6
arrogant,6,6
arrow,12,9
arrows,9,7
arsenal,2,2
arsenic,1,1
arsonist,1,1
art,258,107
artemisia,4,1
artemisinin,1,1
arterial,2,2
arterials,1,1
arteries,5,5
artery,6,4
artful,2,2
arthritis,2,2
arthropod,1,1
arthur,9,7
artichoke,1,1
article,56,29
articles,35,20
articulate,20,14
articulated,2,2
articulation,2,2
artie,2,1
artifact,3,2
artifacts,13,8
artifice,2,2
artificial,31,22
artificially,4,3
artillery,2,2
artisan,1,1
artisanal,5,3
artisans,2,2
artist,100,48
artistic,22,15
artistically,1,1
artistry,2,2
artists,106,52
arts,59,21
artsy,1,1
artwork,10,10
artworks,5,2
arua,1,1
arup,2,1
arupa,4,1
arusha,1,1
arvs,1,1
aryan,1,1
as,5587,591
asa,1,1
asakawa,1,1
asanga,1,1
asbestos,2,2
asbestosis,2,1
ascend,2,2
ascendant,1,1
ascension,2,1
ascent,4,3
ascertain,2,2
asch,1,1
ascribe,2,2
ascribing,1,1
asd,2,1
aseptic,1,1
asexual,3,2
asexually,1,1
ash,13,9
ashamed,17,15
ashaninka,5,1
ashburn,1,1
ashe,1,1
ashes,2,2
ashkenazi,1,1
ashley,7,2
ashore,1,1
ashraf,3,2
ashram,2,1
ashtray,1,1
ashtrays,1,1
asia,38,28
asian,23,16
asians,2,1
asiatic,1,1
asiatica,2,1
aside,32,31
asimov,1,1
ask,451,256
asked,467,257
asking,162,123
asknature,2,1
asks,34,28
asl,20,1
aslam,1,1
asleep,10,10
asma,3,1
asocial,1,1
asparagus,2,1
aspect,31,26
aspects,39,34
aspen,1,1
asper,1,1
asperger,9,3
asphalt,8,6
asphaltenes,3,1
aspirate,1,1
aspiration,11,5
aspirational,4,3
aspirations,15,13
aspire,10,7
aspired,1,1
aspirin,6,3
aspiring,7,7
ass,5,4
assad,1,1
assailant,2,1
assam,1,1
assange,2,2
assassinate,1,1
assassinated,3,3
assassination,2,2
assassinations,2,2
assassins,1,1
assault,18,7
assaulted,6,5
assaults,6,4
assay,1,1
assemble,7,6
assembled,10,10
assembles,1,1
assemblies,3,1
assembling,6,5
assembly,17,10
assent,1,1
assert,1,1
asserting,2,2
assertive,7,5
assertiveness,1,1
asserts,1,1
assess,14,12
assesses,1,1
assessing,2,2
assessment,13,8
assessments,5,4
asset,13,11
assets,25,16
asshole,2,2
assign,7,6
assignation,1,1
assigned,14,10
assigning,2,2
assignment,24,19
assignments,11,7
assimilated,1,1
assimilation,1,1
assisi,1,1
assist,2,2
assistance,17,12
assistant,10,10
assistants,5,5
assisted,1,1
assisting,1,1
assistive,3,2
associate,16,13
associated,64,41
associates,3,3
association,23,14
associations,9,6
assume,32,24
assumed,17,16
assumes,1,1
assuming,19,16
assumption,35,22
assumptions,35,27
assure,10,10
assured,2,2
assuredness,1,1
asteroidal,1,1
asteroids,2,2
asthma,19,10
asthmatic,8,2
asthmatics,1,1
astonished,8,8
astonishes,1,1
astonishing,15,11
astonishingly,2,2
astonishment,1,1
astounded,2,2
astounding,4,4
astoundingly,1,1
astray,1,1
astride,1,1
astro,2,2
astrological,1,1
astronaut,11,9
astronauts,6,5
astronomer,4,4
astronomers,24,9
astronomical,8,6
astronomically,1,1
astronomy,11,9
astrophysical,2,2
astrophysically,1,1
astrophysicist,6,3
astrophysicists,1,1
astrophysics,3,2
astroturf,3,1
astute,2,2
asu,3,2
asylum,8,6
asylums,1,1
asymmetric,3,2
asymmetrical,1,1
asymptotically,1,1
at,5015,596
ata,2,1
atacama,1,1
atala,1,1
atari,1,1
ate,28,21
atem,1,1
atheist,2,2
atheists,3,3
athens,2,1
athlete,20,11
athletes,19,11
athletic,9,8
athletics,1,1
atlanta,16,7
atlantic,35,16
atlantis,1,1
atlas,2,2
atm,5,5
atmosphere,71,33
atmospheres,14,3
atmospheric,10,5
atms,4,3
atolla,2,1
atolls,1,1
atom,9,5
atomic,7,5
atomized,4,4
atomizer,1,1
atoms,12,5
atop,3,2
atrocious,1,1
atrocities,8,7
atrocity,4,3
atrophy,2,2
attach,11,8
attached,32,28
attaches,2,2
attaching,1,1
attachment,21,9
attachments,3,3
attack,60,38
attacked,24,16
attacker,6,4
attackers,1,1
attacking,7,5
attacks,28,21
attain,3,3
