,subject,verb,v_count,v_freq
281,he,work,7,0.0003716287959227012
282,i,split,7,0.0003716287959227012
283,i,admire,6,0.0003185389679337439
284,i,break,6,0.0003185389679337439
285,he,win,6,0.0003185389679337439
286,i,demonstrate,6,0.0003185389679337439
287,he,talk,6,0.0003185389679337439
288,i,count,6,0.0003185389679337439
289,i,afford,6,0.0003185389679337439
290,he,reach,6,0.0003185389679337439
291,i,answer,6,0.0003185389679337439
292,i,dig,6,0.0003185389679337439
293,i,attempt,6,0.0003185389679337439
294,i,challenge,6,0.0003185389679337439
295,he,point,6,0.0003185389679337439
296,he,wear,6,0.0003185389679337439
297,she,write,6,0.0003185389679337439
298,i,repeat,6,0.0003185389679337439
299,he,meet,6,0.0003185389679337439
300,he,explain,6,0.0003185389679337439
301,i,own,6,0.0003185389679337439
302,i,research,6,0.0003185389679337439
303,i,return,6,0.0003185389679337439
304,i,n't,6,0.0003185389679337439
305,i,mix,6,0.0003185389679337439
306,i,shift,6,0.0003185389679337439
307,i,kill,6,0.0003185389679337439
308,he,invite,6,0.0003185389679337439
309,i,practice,6,0.0003185389679337439
310,i,wonder,6,0.0003185389679337439
311,she,call,6,0.0003185389679337439
312,i,inspire,6,0.0003185389679337439
313,he,be,6,0.0003185389679337439
314,he,become,6,0.0003185389679337439
315,she,eat,6,0.0003185389679337439
316,i,forgive,6,0.0003185389679337439
317,i,fell,6,0.0003185389679337439
318,she,lose,5,0.00026544913994478657
319,he,touch,5,0.00026544913994478657
320,i,serve,5,0.00026544913994478657
321,i,ride,5,0.00026544913994478657
322,she,look,5,0.00026544913994478657
323,he,walk,5,0.00026544913994478657
324,she,put,5,0.00026544913994478657
325,he,die,5,0.00026544913994478657
326,she,reach,5,0.00026544913994478657
327,she,sit,5,0.00026544913994478657
328,i,press,5,0.00026544913994478657
329,he,feel,5,0.00026544913994478657
330,he,figure,5,0.00026544913994478657
331,i,assure,5,0.00026544913994478657
332,i,strike,5,0.00026544913994478657
333,i,step,5,0.00026544913994478657
334,he,cover,5,0.00026544913994478657
335,i,adore,5,0.00026544913994478657
336,he,seem,5,0.00026544913994478657
337,he,sell,5,0.00026544913994478657
338,she,like,5,0.00026544913994478657
339,i,tend,5,0.00026544913994478657
340,he,set,5,0.00026544913994478657
341,i,travel,5,0.00026544913994478657
342,i,abandon,5,0.00026544913994478657
343,i,trust,5,0.00026544913994478657
344,he,change,5,0.00026544913994478657
345,she,build,5,0.00026544913994478657
346,i,predict,5,0.00026544913994478657
347,i,fascinate,5,0.00026544913994478657
348,i,pose,5,0.00026544913994478657
349,i,enter,5,0.00026544913994478657
350,i,jump,5,0.00026544913994478657
351,i,plant,5,0.00026544913994478657
352,i,download,5,0.00026544913994478657
353,i,light,5,0.00026544913994478657
354,i,drink,5,0.00026544913994478657
355,he,stop,5,0.00026544913994478657
356,he,love,5,0.00026544913994478657
357,i,marry,5,0.00026544913994478657
358,i,email,5,0.00026544913994478657
359,i,form,5,0.00026544913994478657
360,i,hand,5,0.00026544913994478657
361,he,realize,5,0.00026544913994478657
362,i,film,5,0.00026544913994478657
363,i,fire,5,0.00026544913994478657
364,i,paste,5,0.00026544913994478657
365,i,pitch,5,0.00026544913994478657
366,she,run,4,0.00021235931195582927
367,i,dream,4,0.00021235931195582927
368,i,impose,4,0.00021235931195582927
369,i,drag,4,0.00021235931195582927
370,i,translate,4,0.00021235931195582927
371,i,fix,4,0.00021235931195582927
372,i,tilt,4,0.00021235931195582927
373,i,dial,4,0.00021235931195582927
374,i,expose,4,0.00021235931195582927
375,she,work,4,0.00021235931195582927
376,i,knock,4,0.00021235931195582927
377,i,instal,4,0.00021235931195582927
378,i,warn,4,0.00021235931195582927
379,i,flip,4,0.00021235931195582927
380,i,wind,4,0.00021235931195582927
381,i,heat,4,0.00021235931195582927
382,she,begin,4,0.00021235931195582927
383,she,blow,4,0.00021235931195582927
384,she,raise,4,0.00021235931195582927
385,i,switch,4,0.00021235931195582927
386,i,graduate,4,0.00021235931195582927
387,i,embrace,4,0.00021235931195582927
388,i,gather,4,0.00021235931195582927
389,she,love,4,0.00021235931195582927
390,i,tap,4,0.00021235931195582927
391,i,strive,4,0.00021235931195582927
392,i,aim,4,0.00021235931195582927
393,i,refuse,4,0.00021235931195582927
394,i,observe,4,0.00021235931195582927
395,i,cook,4,0.00021235931195582927
396,i,browse,4,0.00021235931195582927
397,i,represent,4,0.00021235931195582927
398,i,fail,4,0.00021235931195582927
399,i,reject,4,0.00021235931195582927
400,i,care,4,0.00021235931195582927
401,i,ring,4,0.00021235931195582927
402,i,reach,4,0.00021235931195582927
403,i,publish,4,0.00021235931195582927
404,i,produce,4,0.00021235931195582927
405,i,click,4,0.00021235931195582927
406,i,climb,4,0.00021235931195582927
407,i,control,4,0.00021235931195582927
408,i,bet,4,0.00021235931195582927
409,i,rotate,4,0.00021235931195582927
410,i,launch,4,0.00021235931195582927
411,i,sleep,4,0.00021235931195582927
412,i,support,4,0.00021235931195582927
413,i,lift,4,0.00021235931195582927
414,i,deliver,4,0.00021235931195582927
415,i,steal,4,0.00021235931195582927
416,i,stay,4,0.00021235931195582927
417,i,sneak,4,0.00021235931195582927
418,i,arrange,4,0.00021235931195582927
419,i,beg,4,0.00021235931195582927
420,i,define,4,0.00021235931195582927
421,i,list,4,0.00021235931195582927
422,i,bang,4,0.00021235931195582927
423,i,bear,4,0.00021235931195582927
424,i,beat,4,0.00021235931195582927
425,i,scan,4,0.00021235931195582927
426,he,summon,4,0.00021235931195582927
427,he,'s,4,0.00021235931195582927
428,he,add,4,0.00021235931195582927
429,he,answer,4,0.00021235931195582927
430,he,order,4,0.00021235931195582927
431,he,drive,4,0.00021235931195582927
432,he,pay,4,0.00021235931195582927
433,he,imagine,4,0.00021235931195582927
434,he,place,4,0.00021235931195582927
435,he,agree,4,0.00021235931195582927
436,he,break,4,0.00021235931195582927
437,he,introduce,4,0.00021235931195582927
438,he,enter,4,0.00021235931195582927
439,he,beat,4,0.00021235931195582927
440,he,save,4,0.00021235931195582927
441,he,publish,4,0.00021235931195582927
442,he,push,4,0.00021235931195582927
443,he,believe,4,0.00021235931195582927
444,he,intend,4,0.00021235931195582927
445,he,experience,4,0.00021235931195582927
446,he,mention,4,0.00021235931195582927
447,he,move,4,0.00021235931195582927
448,he,felt,4,0.00021235931195582927
449,he,eat,4,0.00021235931195582927
450,he,lead,4,0.00021235931195582927
451,i,construct,3,0.00015926948396687195
452,i,combine,3,0.00015926948396687195
453,he,fly,3,0.00015926948396687195
454,i,shake,3,0.00015926948396687195
455,i,complete,3,0.00015926948396687195
456,she,enter,3,0.00015926948396687195
457,he,graduate,3,0.00015926948396687195
458,i,back,3,0.00015926948396687195
459,i,conduct,3,0.00015926948396687195
460,i,connect,3,0.00015926948396687195
461,she,live,3,0.00015926948396687195
462,he,land,3,0.00015926948396687195
463,she,mean,3,0.00015926948396687195
464,i,attend,3,0.00015926948396687195
465,he,receive,3,0.00015926948396687195
466,she,pick,3,0.00015926948396687195
467,i,multiply,3,0.00015926948396687195
468,she,decide,3,0.00015926948396687195
469,i,criticize,3,0.00015926948396687195
470,i,pop,3,0.00015926948396687195
471,she,play,3,0.00015926948396687195
472,she,meet,3,0.00015926948396687195
473,i,order,3,0.00015926948396687195
474,she,lower,3,0.00015926948396687195
475,i,blame,3,0.00015926948396687195
476,i,bless,3,0.00015926948396687195
477,i,perceive,3,0.00015926948396687195
478,i,bore,3,0.00015926948396687195
479,i,persuade,3,0.00015926948396687195
480,i,breathe,3,0.00015926948396687195
481,i,scream,3,0.00015926948396687195
482,i,phone,3,0.00015926948396687195
483,i,burn,3,0.00015926948396687195
484,she,keep,3,0.00015926948396687195
485,he,remind,3,0.00015926948396687195
486,i,caricature,3,0.00015926948396687195
487,i,cast,3,0.00015926948396687195
488,i,simplify,3,0.00015926948396687195
489,he,release,3,0.00015926948396687195
490,i,cease,3,0.00015926948396687195
491,she,hold,3,0.00015926948396687195
492,she,help,3,0.00015926948396687195
493,i,seek,3,0.00015926948396687195
494,i,seem,3,0.00015926948396687195
495,i,overhear,3,0.00015926948396687195
496,he,fund,3,0.00015926948396687195
497,he,care,3,0.00015926948396687195
498,he,hit,3,0.00015926948396687195
499,i,sing,3,0.00015926948396687195
500,i,train,3,0.00015926948396687195
501,i,fear,3,0.00015926948396687195
502,i,view,3,0.00015926948396687195
503,he,pass,3,0.00015926948396687195
504,i,fetch,3,0.00015926948396687195
505,he,paint,3,0.00015926948396687195
506,i,kick,3,0.00015926948396687195
507,i,focus,3,0.00015926948396687195
508,i,triple,3,0.00015926948396687195
509,he,close,3,0.00015926948396687195
510,i,gain,3,0.00015926948396687195
511,i,trace,3,0.00015926948396687195
512,i,waste,3,0.00015926948396687195
513,i,stroke,3,0.00015926948396687195
514,i,tempt,3,0.00015926948396687195
515,i,head,3,0.00015926948396687195
516,i,submit,3,0.00015926948396687195
517,i,highlight,3,0.00015926948396687195
518,i,honor,3,0.00015926948396687195
519,i,swear,3,0.00015926948396687195
520,i,inflate,3,0.00015926948396687195
521,i,include,3,0.00015926948396687195
522,i,illustrate,3,0.00015926948396687195
523,i,face,3,0.00015926948396687195
524,he,carry,3,0.00015926948396687195
525,i,dare,3,0.00015926948396687195
526,he,practice,3,0.00015926948396687195
527,i,date,3,0.00015926948396687195
528,i,ski,3,0.00015926948396687195
529,he,prove,3,0.00015926948396687195
530,i,dip,3,0.00015926948396687195
531,i,slow,3,0.00015926948396687195
532,she,be,3,0.00015926948396687195
533,i,divide,3,0.00015926948396687195
534,he,present,3,0.00015926948396687195
535,i,manipulate,3,0.00015926948396687195
536,she,answer,3,0.00015926948396687195
537,he,postulate,3,0.00015926948396687195
538,i,weave,3,0.00015926948396687195
539,i,earn,3,0.00015926948396687195
540,i,sort,3,0.00015926948396687195
541,i,lock,3,0.00015926948396687195
542,i,spare,3,0.00015926948396687195
543,i,listen,3,0.00015926948396687195
544,i,speed,3,0.00015926948396687195
545,he,include,3,0.00015926948396687195
546,he,buy,3,0.00015926948396687195
547,i,spread,3,0.00015926948396687195
548,i,weigh,3,0.00015926948396687195
549,he,fire,3,0.00015926948396687195
550,she,drop,3,0.00015926948396687195
551,i,presume,3,0.00015926948396687195
552,he,train,3,0.00015926948396687195
553,she,show,3,0.00015926948396687195
554,he,appeal,3,0.00015926948396687195
555,i,regret,3,0.00015926948396687195
556,i,preach,3,0.00015926948396687195
557,he,escape,3,0.00015926948396687195
558,i,rent,3,0.00015926948396687195
559,i,prime,3,0.00015926948396687195
560,i,report,3,0.00015926948396687195
561,i,prove,3,0.00015926948396687195
562,she,turn,3,0.00015926948396687195
563,i,affect,3,0.00015926948396687195
564,he,drink,3,0.00015926948396687195
565,i,admit,3,0.00015926948396687195
566,i,adopt,3,0.00015926948396687195
567,he,suffer,3,0.00015926948396687195
568,he,steal,3,0.00015926948396687195
569,i,regard,3,0.00015926948396687195
570,he,sue,3,0.00015926948396687195
571,he,spin,3,0.00015926948396687195
572,i,pour,3,0.00015926948396687195
573,i,request,3,0.00015926948396687195
574,i,announce,3,0.00015926948396687195
575,he,end,3,0.00015926948396687195
576,she,teach,3,0.00015926948396687195
577,she,think,3,0.00015926948396687195
578,she,wear,3,0.00015926948396687195
579,he,threaten,2,0.00010617965597791463
580,he,tighten,2,0.00010617965597791463
581,she,acknowledge,2,0.00010617965597791463
582,i,resemble,2,0.00010617965597791463
583,he,pop,2,0.00010617965597791463
584,i,wave,2,0.00010617965597791463
585,i,edit,2,0.00010617965597791463
586,i,drill,2,0.00010617965597791463
587,he,catalog,2,0.00010617965597791463
588,i,dress,2,0.00010617965597791463
589,he,type,2,0.00010617965597791463
590,he,treat,2,0.00010617965597791463
591,he,phone,2,0.00010617965597791463
592,i,eliminate,2,0.00010617965597791463
593,she,study,2,0.00010617965597791463
594,he,deliver,2,0.00010617965597791463
595,i,recall,2,0.00010617965597791463
596,she,suppose,2,0.00010617965597791463
597,i,whip,2,0.00010617965597791463
598,i,encounter,2,0.00010617965597791463
599,i,envision,2,0.00010617965597791463
600,i,snap,2,0.00010617965597791463
601,i,line,2,0.00010617965597791463
602,he,improvise,2,0.00010617965597791463
603,he,calculate,2,0.00010617965597791463
604,i,worship,2,0.00010617965597791463
605,i,rebuild,2,0.00010617965597791463
606,he,finish,2,0.00010617965597791463
607,she,stand,2,0.00010617965597791463
608,i,donate,2,0.00010617965597791463
609,he,proceed,2,0.00010617965597791463
610,i,devote,2,0.00010617965597791463
611,he,hire,2,0.00010617965597791463
612,i,destroy,2,0.00010617965597791463
613,i,desire,2,0.00010617965597791463
614,i,memorize,2,0.00010617965597791463
615,he,protect,2,0.00010617965597791463
616,i,deny,2,0.00010617965597791463
617,he,help,2,0.00010617965597791463
618,i,delight,2,0.00010617965597791463
619,i,mentor,2,0.00010617965597791463
620,she,catch,2,0.00010617965597791463
621,he,wait,2,0.00010617965597791463
622,i,defend,2,0.00010617965597791463
623,i,dedicate,2,0.00010617965597791463
624,she,challenge,2,0.00010617965597791463
625,i,milk,2,0.00010617965597791463
626,she,book,2,0.00010617965597791463
627,she,pull,2,0.00010617965597791463
628,he,destroy,2,0.00010617965597791463
629,he,view,2,0.00010617965597791463
630,she,stab,2,0.00010617965597791463
631,i,lean,2,0.00010617965597791463
632,he,vary,2,0.00010617965597791463
633,i,dive,2,0.00010617965597791463
634,she,assemble,2,0.00010617965597791463
635,i,distract,2,0.00010617965597791463
636,i,smile,2,0.00010617965597791463
637,i,discuss,2,0.00010617965597791463
638,i,din,2,0.00010617965597791463
639,she,bear,2,0.00010617965597791463
640,i,discount,2,0.00010617965597791463
641,she,become,2,0.00010617965597791463
642,he,visit,2,0.00010617965597791463
643,i,master,2,0.00010617965597791463
644,i,slice,2,0.00010617965597791463
645,i,disable,2,0.00010617965597791463
646,i,expand,2,0.00010617965597791463
647,i,videotape,2,0.00010617965597791463
648,he,catch,2,0.00010617965597791463
649,he,master,2,0.00010617965597791463
650,he,lift,2,0.00010617965597791463
651,i,team,2,0.00010617965597791463
652,he,step,2,0.00010617965597791463
653,he,manage,2,0.00010617965597791463
654,he,mark,2,0.00010617965597791463
655,he,marvel,2,0.00010617965597791463
656,i,hang,2,0.00010617965597791463
657,i,text,2,0.00010617965597791463
658,he,perform,2,0.00010617965597791463
659,he,supply,2,0.00010617965597791463
660,i,texted,2,0.00010617965597791463
661,i,instruct,2,0.00010617965597791463
662,i,grasp,2,0.00010617965597791463
663,she,volunteer,2,0.00010617965597791463
664,he,jump,2,0.00010617965597791463
665,i,toss,2,0.00010617965597791463
666,he,control,2,0.00010617965597791463
667,i,taste,2,0.00010617965597791463
668,i,hide,2,0.00010617965597791463
669,he,let,2,0.00010617965597791463
670,he,laugh,2,0.00010617965597791463
671,he,accept,2,0.00010617965597791463
672,i,surround,2,0.00010617965597791463
673,i,identify,2,0.00010617965597791463
674,i,relate,2,0.00010617965597791463
675,i,hurt,2,0.00010617965597791463
676,i,hunch,2,0.00010617965597791463
677,i,swap,2,0.00010617965597791463
678,i,remove,2,0.00010617965597791463
679,he,lay,2,0.00010617965597791463
680,i,influence,2,0.00010617965597791463
681,i,swim,2,0.00010617965597791463
682,he,leap,2,0.00010617965597791463
683,i,sum,2,0.00010617965597791463
684,he,cross,2,0.00010617965597791463
685,he,motivate,2,0.00010617965597791463
686,i,tour,2,0.00010617965597791463
687,i,register,2,0.00010617965597791463
688,i,juxtapose,2,0.00010617965597791463
689,i,update,2,0.00010617965597791463
690,he,check,2,0.00010617965597791463
691,i,fit,2,0.00010617965597791463
692,he,offer,2,0.00010617965597791463
693,i,value,2,0.00010617965597791463
694,he,own,2,0.00010617965597791463
695,he,pair,2,0.00010617965597791463
696,i,debate,2,0.00010617965597791463
697,she,throw,2,0.00010617965597791463
698,he,thank,2,0.00010617965597791463
699,he,endorse,2,0.00010617965597791463
700,i,land,2,0.00010617965597791463
701,i,wander,2,0.00010617965597791463
702,i,wanna,2,0.00010617965597791463
703,i,lay,2,0.00010617965597791463
704,he,notice,2,0.00010617965597791463
705,i,justify,2,0.00010617965597791463
706,i,track,2,0.00010617965597791463
707,i,fool,2,0.00010617965597791463
708,i,trade,2,0.00010617965597791463
709,he,issue,2,0.00010617965597791463
710,i,transform,2,0.00010617965597791463
711,i,generate,2,0.00010617965597791463
712,i,transmit,2,0.00010617965597791463
713,he,emphasize,2,0.00010617965597791463
714,i,fuck,2,0.00010617965597791463
715,he,climb,2,0.00010617965597791463
716,i,involve,2,0.00010617965597791463
717,i,free,2,0.00010617965597791463
718,he,murder,2,0.00010617965597791463
719,i,replay,2,0.00010617965597791463
720,i,tuck,2,0.00010617965597791463
721,he,circle,2,0.00010617965597791463
722,i,judge,2,0.00010617965597791463
723,he,smile,2,0.00010617965597791463
724,i,die,2,0.00010617965597791463
725,i,improve,2,0.00010617965597791463
726,i,award,2,0.00010617965597791463
727,i,cherish,2,0.00010617965597791463
728,i,bite,2,0.00010617965597791463
729,i,pronounce,2,0.00010617965597791463
730,i,prepare,2,0.00010617965597791463
731,i,claim,2,0.00010617965597791463
732,he,refuse,2,0.00010617965597791463
733,he,refine,2,0.00010617965597791463
734,i,abed,2,0.00010617965597791463
735,i,belong,2,0.00010617965597791463
736,he,respond,2,0.00010617965597791463
737,he,share,2,0.00010617965597791463
738,she,save,2,0.00010617965597791463
739,i,cofounded,2,0.00010617965597791463
740,she,march,2,0.00010617965597791463
741,i,coin,2,0.00010617965597791463
742,she,follow,2,0.00010617965597791463
