,subject,verb,object
204,I,have,[assistants]
205,I,find,[reason]
206,I,tell,[you]
207,I,like,"[what, to, talk, about]"
208,I,trying,"[to, think, about, ways, to, give, power, to, these, independent, voices, ,, to, give, power, to, the, filmmakers, ,, to, give, power, to, people, who, are, trying, to, use, film, for, change]"
209,I,watched,[it]
210,I,blown,"[it, potential]"
211,I,create,[television]
212,I,like,"[to, share, this, with, you]"
213,I,invite,[you]
214,I,know,"[how, to, do, it]"
215,I,know,"[how, to, reach, out, to, somebody, 's, heart, and, soul, all, across, the, world]"
216,I,supposed,"[to, give, you, my, one, -, sentence, wish]"
217,We,had,[funding]
218,We,have,[Paradise]
219,We,have,"[to, turn, it, into, a, moral, war]"
220,We,have,[information]
221,we,have,[wish]
222,we,learn,"[dance, moves]"
223,we,meet,[other]
224,we,get,"[to, know, each, other]"
225,we,do,"[exchange, programs]"
226,we,forcing,[people]
227,we,showed,[film]
228,we,had,[reactions]
229,we,feel,[power]
230,we,need,[to]
231,we,have,"[to, get, the, power, to, change, things]"
232,we,get,[anger]
233,we,faced,[that]
234,we,had,[airplanes]
235,we,need,[martyrs]
236,we,win,[way]
237,we,saw,[jeeps]
238,we,communicated,[that]
239,we,use,[feeling]
240,we,have,[appreciation]
241,we,do,[what]
242,we,project,[films]
243,we,create,[it]
244,we,get,[all]
245,we,made,[partnership]
246,we,started,"[calling, up, everybody]"
247,we,thought,"[to, share, this, with, you]"
248,we,use,[technology]
249,we,build,[community]
250,we,call,"[landmass, Pangea]"
251,we,like,"[what, to, call, this, day, of, film]"
252,we,make,[movement]
253,He,redefined,[us]
254,he,use,[media]
255,I,know,"[what, to, say]"
256,I,get,[chance]
257,I,played,[that]
258,I,have,[piece]
259,I,like,"[that, to, play, for, you]"
260,I,hate,[that]
261,I,know,[What]
262,I,know,"[where, to, start]"
263,I,make,[lot]
264,I,choose,[one]
265,I,choose,[theme]
266,I,have,"[to, decide]"
267,I,want,[kind]
268,I,composed,[style]
269,I,make,[structure]
270,I,enjoy,[that]
271,I,like,"[to, draw]"
272,I,realized,[it]
273,I,going,"[to, use, one, page]"
274,I,going,"[to, draw, it, on, the, computer]"
275,I,going,"[to, use, a, two, -, page]"
276,I,trying,"[to, do, homework]"
277,I,try,"[to, draw]"
278,I,waste,[time]
279,I,consider,[what]
280,I,going,"[to, play, my, own, composition, today]"
281,I,finish,[it]
282,I,like,"[to, try, something, called, "", improvisation]"
283,I,have,"[note, cards]"
284,I,like,[someone]
285,I,make,[it]
286,I,improvise,[it]
287,I,use,[them]
288,I,going,"[to, have, a, moment, to, think]"
289,I,try,"[to, make, something, out, of, it]"
290,I,going,"[that, to, play]"
291,she,chose,"[C, B]"
292,he,wrote,[that]
293,I,count,"[iPod, cellphone, computer]"
294,I,did,[research]
295,I,found,[what]
296,I,memorize,[it]
297,I,call,[it]
298,I,love,[design]
299,I,going,"[to, lock, myself, on, that, bench, the, whole, day]"
300,I,want,"[to, practice]"
301,I,hide,[it]
302,I,love,[entertainment]
303,I,got,[violin]
304,I,tried,"[to, play, around, on, it]"
305,I,hear,[anything]
306,I,thought,[more]
307,I,going,"[to, be, here, to, perform]"
308,I,learned,[more]
309,I,enjoyed,[more]
310,I,like,"[to, say, this]"
311,he,picked,[violin]
312,I,like,"[to, tell, you, the, tale, of, one, of, my, favorite, projects]"
313,I,going,"[to, talk, to, you, about, the, wonders, of, carbon, macro, -, tubes, ,, which, is, charcoal]"
314,I,took,[team]
315,I,going,"[to, take, you, to, a, different, continent]"
316,I,have,[friend]
317,I,took,[that]
318,I,brought,[samples]
319,I,think,[one]
320,I,find,[that]
321,I,mean,[world]
322,I,mean,[world]
323,I,mean,[world]
324,I,mean,[world]
325,I,have,[areas]
326,We,need,"[to, work, with, the, people, in, these, communities, and, give, them, the, resources, and, the, tools, that, they, need, to, solve, their, own, problems]"
327,We,doing,[it]
328,We,have,[students]
329,we,make,"[cooking, fuels]"
330,we,make,[stoves]
331,we,worked,[team]
332,we,wanted,"[What, to, do]"
333,we,wanted,"[to, make, a, fuel, that, used, something, that, was, readily, available, on, the, local, level]"
334,we,wanted,"[What, to, do]"
335,we,wanted,"[to, find, a, way, to, harness, this, waste, resource, and, turn, it, into, a, fuel, that, would, be, something, that, people, could, easily, cook, with, ,, something, like, charcoal]"
336,we,had,"[to, try, to, find, a, way, to, form, it, into, useful, briquettes]"
337,we,did,[this]
338,we,made,[that]
339,we,wanted,"[to, see, if, we, could, introduce, this, charcoal, -, making, technology, there]"
340,we,introduce,[technology]
341,we,use,[what]
342,we,did,[tests]
343,we,did,[comparisons]
344,we,lost,[energy]
345,we,wanted,"[to, try, to, find, a, way, to, make, a, stronger, briquette, so, that, we, could, compete, with, wood, charcoal, in, the, markets, in, Haiti]"
346,we,took,"[Instron, machine]"
347,we,figured,"[Instron, machine]"
348,we,had,[students]
349,we,had,"[community, partners]"
350,we,developed,"[cost, press]"
351,we,have,[product]
352,we,have,[way]
353,we,pass,[these]
354,we,have,"[to, teach, people, how, to, form, it, into, briquettes]"
355,we,need,"[that, to, come, up, with, solutions, for]"
356,we,need,"[that, to, be, training, our, engineers, ,, our, designers, ,, our, business, people]"
357,we,need,"[that, to, find]"
358,we,address,[that]
359,we,need,"[to, create, technologies, for, poor, farmers, to, add, value, to, their, own, crops]"
360,we,need,"[to, rethink, our, development, strategies]"
361,we,promoting,[campaigns]
362,we,need,"[to, think, about, how, we, can, do, that, effectively]"
363,we,need,"[to, create, this, future]"
364,we,need,"[to, start, doing, it, now]"
365,he,built,[that]
366,he,remembered,[dish]
367,I,going,"[what, to, say]"
368,I,started,"[thinking, about, my, family]"
369,I,started,"[thinking, about, my, father, and, my, grandfather, and, my, great, -, grandfather]"
370,I,realized,"[thinking, about, my, father, and, my, grandfather, and, my, great, -, grandfather]"
371,I,had,[that]
372,I,started,[company]
373,I,wanted,"[to, impress, you, all, with, slides]"
374,I,saw,[presentations]
375,I,made,[graph]
376,I,talk,[graph]
377,I,get,[mouth]
378,I,see,[this]
379,I,going,"[to, be, an, expert, on, one, thing]"
380,I,have,[use]
381,I,missed,[writing]
382,I,started,"[to, write, a, blog]"
383,I,started,"[to, create, things, like, these, little, stories]"
384,I,went,"[me, search, party]"
385,I,made,"[me, search, party]"
386,I,overheard,"[me, search, party]"
387,I,killed,[myself]
388,I,started,[blog]
389,I,going,"[to, be, famous, to, the, world]"
390,I,set,[goal]
391,I,going,"[to, win, an, award]"
392,I,won,[award]
393,I,going,"[to, win, the, South, by, Southwest, Weblog, award]"
394,I,won,[it]
395,I,reached,[all]
396,I,had,[thousands]
397,I,wrote,[post]
398,I,wrote,[post]
399,I,play,[instruments]
400,I,know,[anything]
401,I,like,[music]
402,I,think,[music]
403,I,said,[music]
404,I,do,[that]
405,I,buy,[banjo]
406,I,wrote,[post]
407,I,make,[joke]
408,I,showing,[this]
409,I,put,[this]
410,I,got,[emails]
411,I,want,"[to, reach, these, people]"
412,I,want,"[to, write, for, this, public, audience]"
413,I,started,"[to, kill, my, blog, slowly]"
414,I,want,"[to, write, this, anymore]"
415,I,tell,[stories]
416,I,wrote,[one]
417,I,put,[this]
418,I,going,"[to, get, choked, up]"
419,I,decided,"[to, break, from]"
420,I,wanted,"[to, give, her, a, little, memorial]"
421,I,encountered,"[a, image]"
422,I,find,[that]
423,I,had,"[to, add, this, slide]"
424,I,knew,[minute]
425,I,showed,[this]
426,I,have,[people]
427,I,know,[that]
428,I,showed,"[Rockwell, painting]"
429,I,grew,"[Rockwell, painting]"
430,I,spend,[hours]
431,I,have,"[record, census]"
432,I,have,[date]
433,I,have,[things]
434,I,spent,[time]
435,I,spent,[time]
436,I,left,[that]
437,I,have,[this]
438,I,have,[children]
439,I,do,[something]
440,I,take,[picture]
441,I,doing,[this]
442,I,write,[this]
443,I,showing,[it]
444,I,go,[it]
445,I,going,"[to, get, people, telling, me, I, have, n't, updated]"
446,I,doing,[what]
447,I,put,[pictures]
448,I,had,"[to, go, for, a, one, -, day, trip]"
449,I,wanted,"[not, to, be, there]"
450,I,evolved,[it]
451,I,have,[look]
452,I,have,[look]
453,I,want,"[to, tell]"
454,I,doing,[what]
455,I,tend,[to]
456,I,realized,[sort]
457,I,flattening,[sort]
458,I,printed,"[PDF, it, blog]"
459,I,sent,[PDF]
460,We,have,[people]
461,We,got,"[to, reach, all, these, people]"
462,We,have,[company]
463,we,read,[news]
464,we,consume,[media]
465,we,had,"[bank, account]"
466,we,want,"[to, be, there]"
467,we,started,"[to, add, this, slide, this]"
468,we,evolved,[line]
469,we,trace,[line]
470,we,started,"[reading, it]"
471,we,had,[blogs]
472,we,keep,[track]
473,we,empowered,[that]
474,we,have,"[to, be, attack, of, the, blogs]"
475,She,writing,"[reading, it]"
476,she,wrote,[post]
477,she,passed,"[to, get, choked, up]"
478,she,read,[blog]
479,she,say,[blog]
480,she,doing,[what]
481,she,felt,[doing]
482,He,makes,[money]
483,He,told,[me]
484,he,won,[award]
485,he,kill,[me]
486,he,spend,[money]
487,he,writing,[blog]
488,he,expected,[this]
489,he,gets,[pneumonia]
490,he,having,"[failures, breathing, failures, heart, failures]"
491,he,received,[treatment]
492,he,taking,[picture]
493,I,began,[piece]
494,I,interviewed,[businesswoman]
495,I,decided,"[to, talk, to, women, about, their, vaginas]"
496,I,knew,[it]
497,I,had,"[to, talk, to, somebody, about, their, vagina]"
498,I,sucked,[trail]
499,I,going,"[to, grow, up]"
500,I,want,"[to, talk, a, little, bit, about, happiness]"
501,I,did,[Monologues]
502,I,started,"[practicing, Buddhism, 14, years, ago]"
503,I,mistook,[happiness]
504,I,come,"[to, understand, a, little, bit, more, about, happiness]"
505,I,want,"[to, talk, about]"
506,I,learned,[what]
507,I,realized,[which]
508,I,understand,[it]
509,I,question,[wave]
510,I,try,"[to, stop, the, wave, or, look, back, at, the, wave]"
511,I,have,"[experience, potential]"
512,I,go,[wave]
513,I,trust,[wave]
514,I,move,[wave]
515,I,started,[piece]
516,I,talking,[piece]
517,I,wrote,[stories]
518,I,put,[them]
519,I,did,[show]
520,I,hear,[vaginas]
521,I,wanted,"[to, stop, doing, the, "", Vagina, Monologues]"
522,I,said,"[Let, 's, get, women, together]"
523,I,discovered,[that]
524,I,want,"[to, bring, this, wave, ,, this, energy, ,, to, college, campuses]"
525,I,learned,[What]
526,I,had,"[honor, privilege]"
527,I,saw,[women]
528,I,met,[women]
529,I,taken,"[vanilla, ice, cream]"
530,I,think,[way]
531,I,understood,[pleasure]
532,I,witnessed,[women]
533,I,met,[women]
534,I,seen,[violence]
535,I,love,"[hearing, about, all, these, species, at, the, bottom, of, the, sea]"
536,I,seen,[something]
537,I,come,[what]
538,I,met,[women]
539,I,want,"[to, tell, a, few, stories]"
540,I,want,"[to, talk, about, three, particular, people, that, I, 've, met]"
541,I,met,[that]
542,I,went,"[National, Theater]"
543,I,beaten,[husband]
544,I,met,[who]
545,I,met,[her]
546,I,open,[house]
547,I,want,"[to, tell, this, little, story, about, my, own, beginnings]"
548,I,had,[fantasy]
549,I,made,[character]
550,I,call,[him]
551,I,pack,[bag]
552,I,want,"[to, tell, you, a, great, story]"
553,We,having,[conversation]
554,we,think,[what]
555,we,call,[them]
556,we,call,[them]
557,we,got,[conversation]
558,we,do,[What]
559,we,got,[women]
560,we,said,[women]
561,we,use,"[play, energy]"
562,we,put,[event]
563,we,did,[performance]
564,we,raise,[money]
565,we,recognize,[it]
566,we,transmit,[information]
567,we,did,"[V, Day]"
568,we,sold,[dome]
569,we,met,[her]
570,we,bought,[jeep]
571,we,do,[What]
572,we,arrived,[us]
573,we,want,"[what, most]"
574,we,heal,[part]
575,She,went,"[to, discover, what, was, happening, to, the, murdered, and, disappeared, women, of, Juarez]"
576,She,gave,[life]
577,She,started,"[to, write, the, stories, which, documented, the, disappeared, women]"
578,She,began,"[to, document, it]"
579,She,opened,[center]
580,she,told,[me]
581,she,have,[time]
582,she,have,[time]
583,she,said,[things]
584,she,said,"[energy, play, Let, 's, use, the, play, and, have, performances, once, a, year, ,, where, we, can, raise, money, to, stop, violence, against, women, in, local, communities, all, around, the, world]"
585,she,took,[play]
586,she,said,"[Let, 's, use, the, play, and, have, performances, once, a, year, ,, where, we, can, raise, money, to, stop, violence, against, women, in, local, communities, all, around, the, world]"
587,she,get,[money]
588,she,had,[money]
589,she,become,[sister]
590,she,bring,[sister]
591,she,brought,[Marsha]
592,she,came,[this]
593,she,witnessed,[this]
594,she,decided,[this]
595,she,go,"[husband, V, Day]"
596,she,leave,[husband]
597,she,bring,"[V, Day]"
598,she,sold,"[National, Theater]"
599,she,planning,"[to, retire]"
600,she,began,"[to, discover, what, was, happening, to, the, murdered, and, disappeared, women, of, Juarez]"
601,she,brought,[this]
602,she,circumcised,[decision]
603,she,made,[decision]
604,she,created,[thing]
605,she,walked,"[vagina, replacement, parts]"
606,she,had,"[vagina, replacement, parts]"
607,she,teach,"[girls, parents, boys]"
608,she,walked,"[to, find, them, them]"
609,she,have,"[to, find, them]"
610,she,find,[them]
611,she,saved,[girls]
612,she,created,[ritual]
613,she,had,[jeep]
614,she,saved,[girls]
615,she,kept,[going]
616,she,kept,"[committing, herself, to, transforming, consciousness]"
617,He,murdered,[me]
618,I,like,"[to, talk, today, about, the, two, biggest, social, trends, in, the, coming, century, ,]"
619,I,want,"[to, start, with, my, work, on, romantic, love]"
620,I,want,"[to, tell, you, about, that, first, ,, and, then, go, on, into, where, I, think, love, is, going]"
621,I,think,[ancestors]
622,I,call,[what]
623,I,decided,"[to, give, you, one, very, short, poem, from, eighth, -, century, China]"
624,I,read,[poetry]
625,I,want,"[to, give, you, one, very, short, poem, from, eighth, -, century, China]"
626,I,bear,"[to, put, away, the, bamboo, sleeping, mat]"
627,I,brought,[you]
628,I,liked,[Anything]
629,I,put,[people]
630,I,ask,[kinds]
631,I,stop,"[thinking, about, him, or, her]"
632,I,have,"[to, work, myself, up, to, this, question]"
633,I,asked,[them]
634,I,began,"[to, realize, that, romantic, love, is, not, an, emotion]"
635,I,want,"[to, go, into, discussing, the, two, most, profound, social, trends]"
636,I,give,[lecture]
637,I,say,[couple]
638,I,use,[couple]
639,I,call,[what]
640,I,think,[what]
641,I,want,"[to, conclude, with, two, things]"
642,I,want,"[to, conclude, with, a, worry, ,]"
643,I,know,[girl]
644,I,got,[nothing]
645,I,recommend,[it]
646,I,want,"[to, end, with, a, story]"
647,I,studying,"[love, sex, attachment]"
648,I,design,"[dating, site]"
649,I,know,[anything]
650,I,call,[what]
651,I,contributing,[what]
652,I,want,"[to, tell, you, a, story, ,, to, illustrate]"
653,I,wanted,"[to, show, you, a, little, bit, about, the, culture, of, it, ,, too, ,, the, magic, of, it]"
654,We,seeing,[one]
655,We,need,"[each, other, to, get, ahead]"
656,We,sit,[minds]
657,We,know,"[brain, circuitry]"
658,We,need,"[both, of, them, to, get, ahead]"
659,We,seeing,[rise]
660,We,seeing,[rise]
661,we,do,[what]
662,we,scanned,[brains]
663,we,found,[activity]
664,we,have,[that]
665,we,evolve,"[to, have, the, same, brain]"
666,we,finding,"[gender, differences]"
667,we,going,"[what, to, say]"
668,we,saw,[that]
669,we,see,[that]
670,we,have,[opportunity]
671,we,make,[happiness]
672,we,make,[relationships]
673,we,put,[people]
674,we,evolved,[drives]
675,she,squealing,"[him, time]"
676,she,throws,[hands]
677,she,says,[hands]
678,he,put,[science]
679,he,invited,[girl]
680,I,want,"[to, talk, to, you, about, the, future]"
681,I,going,"[to, tell, you, a, bit, about, the, past]"
682,I,met,[grandmother]
683,I,carry,[name]
684,I,like,"[to, think, I, carry, on, her, scientific, passion, ,, too]"
685,I,carry,[passion]
686,I,found,[passion]
687,I,tried,"[Nancy, Drew]"
688,I,tried,[that]
689,I,like,"[reading, books]"
690,I,was,"[to, read, it]"
691,I,wanted,"[to, read, it]"
692,I,picked,[book]
693,I,read,[book]
694,I,reading,[book]
695,I,knew,"[book, book]"
696,I,wanted,"[to, have, a, life, in, medicine]"
697,I,wanted,"[to, be, like, the, explorers, I, 'd, read, about, in, the, book, ,, who, went, into, the, jungles, of, Africa, ,]"
698,I,went,"[to, be, like, the, explorers, I, 'd, read, about, in, the, book, ,, who, went, into, the, jungles, of, Africa, ,, to, figure, out, what, this, deadly, virus, was]"
699,I,tried,"[to, figure, out, what, this, deadly, virus, was]"
700,I,read,[book]
701,I,get,[hands]
702,I,loved,[it]
703,I,entered,[school]
704,I,thought,[that]
705,I,emailed,[professors]
706,I,go,[work]
707,I,got,"[to, go, talk, to, one, professor, ,, Dr., Jacobs, ,, who, accepted, me, into, the, lab]"
708,I,started,[that]
709,I,worked,"[that, results]"
710,I,found,[results]
711,I,wanted,"[to, look, not, at, impairment]"
712,I,started,"[reading, about, Alzheimer, 's]"
713,I,tried,"[to, familiarize, myself, with, the, research]"
714,I,reading,"[reading, about, Alzheimer, 's, to, familiarize, myself, with, the, research, article]"
715,I,read,[article]
716,I,pursued,[that]
717,I,presented,[results]
718,I,wanted,"[to, explore, it, all]"
719,I,wanted,[it]
720,I,get,[that]
721,I,want,"[what, to, talk, to, you, about, today]"
722,I,know,"[how, to, put, the, two, together]"
723,I,doing,[this]
724,I,reading,"[cancer, literature]"
725,I,reading,[articles]
726,I,know,[that]
727,I,looked,[articles]
728,I,found,[articles]
729,I,decided,"[to, ask, why]"
730,I,emailed,[professors]
731,I,decided,"[to, ask, why]"
732,I,starting,"[to, investigate, this, May, at, the, Sylvester, Cancer, Institute, in, Miami]"
733,I,keep,[investigating]
734,I,get,[answers]
735,I,doing,[this]
736,I,hate,"[to, say, that]"
737,I,figured,[you]
738,I,thank,[you]
739,We,removing,"[cancer, cells]"
740,We,use,[muscles]
741,We,moving,[muscles]
742,we,know,[story]
743,we,drove,"[book, book]"
744,we,need,"[to, repair, the, lung]"
745,we,eliminate,[cancer]
746,we,trying,"[to, do, now]"
747,we,bombarding,"[body, cancer]"
748,we,trying,"[to, kill, it]"
749,we,revealing,[damage]
750,we,remove,[it]
751,we,take,"[property, compound, receptor]"
752,we,tore,[muscle]
753,we,stretched,[muscle]
754,we,counteract,[something]
755,we,want,[that]
756,we,calling,[it]
757,we,need,"[to, restore, new, brain, cells, ,, new, functional, brain, cells, —]"
758,we,have,"[to, manipulate, them, in, the, right, way]"
759,I,wear,[shoes]
760,I,absorb,[America]
761,I,inspired,"[Walt, Whitman]"
762,I,doing,[that]
763,I,know,[people]
764,I,say,[touch]
765,I,happened,"[to, have, had, a, couple, of, drinks, before, boarding]"
766,I,do,[that]
767,I,imitate,"[train, call]"
768,I,say,[that]
769,I,see,[baby]
770,I,going,"[to, talk, to, the, baby]"
771,I,say,"[Thank, God, for, a, human, reaction]"
772,I,did,[thing]
773,I,did,[thing]
774,I,know,"[Wright, Morris]"
775,I,quoting,"[Wright, Morris]"
776,I,got,"[to, scram]"
777,I,going,"[to, do, somebody, that, nobody, likes]"
778,I,like,"[to, inspire, people]"
779,I,doing,[somebody]
780,I,do,[who]
781,I,doing,[her]
782,I,have,"[to, curtsey, when, I, see, the, president, of, my, university]"
783,I,see,[president]
784,I,got,"[to, get, coffee, for, my, male, colleagues]"
785,I,outlived,[most]
786,I,know,[enough]
787,I,got,[this]
788,I,title,[things]
789,I,began,"[to, learn, how, to, cover, it, up]"
790,I,had,[excuses]
791,I,failed,[them]
792,I,fix,[man]
793,I,had,[baby]
794,I,gave,[kid]
795,I,hear,[it]
796,I,dared,"[not, to, move]"
797,I,told,[him]
798,I,want,"[to, accept, the, fact, that, she, was, dead]"
799,I,put,[mirror]
800,I,keeping,[secret]
801,I,started,[project]
802,I,going,"[to, go, around, America, and, find, it, in, all, its, aspects, —, bull, riders, ,, cowboys, ,, pig, farmers, ,, drum, majorettes]"
803,I,say,[what]
804,I,learned,[most]
805,I,have,[that]
806,I,learned,[that]
807,I,used,"[to, believe, America, was, the, best]"
808,I,watched,"[Hollywood, lifestyle, movie]"
809,I,saw,[man]
810,I,used,"[to, believe, America, was, the, best]"
811,I,deny,[that]
812,I,began,"[to, really, realize, that, Koreans, are, completely, left, out, of, this, society]"
813,I,find,[justice]
814,I,care,"[Jesse, Jackson]"
815,I,swallowing,[bitterness]
816,I,have,[feeling]
817,I,wear,[shoes]
818,I,have,"[to, cuddle, up, and, get, into, the, feet, of, somebody, ,, walking, really, in, somebody, else, 's, shoes]"
819,I,told,[you]
820,I,give,[year]
821,I,thought,[year]
822,I,going,"[to, go, around, and, find, bull, riders, and, pig, farmers, and, people, like, that]"
823,I,sidetracked,[year]
824,I,find,"[bull, rider]"
825,I,say,[anything]
826,I,lose,[kidney]
827,I,lost,[kidney]
828,I,kept,[kidney]
829,I,think,[kidney]
830,I,told,[wife]
831,I,think,[Confidence]
832,I,have,"[ranch, everything]"
833,I,want,"[to, think, the, day, that, comes]"
834,I,had,"[to, go, and, ride, in, the, rodeo, that, night]"
835,I,want,"[to, go, and, ride, in, the, rodeo, that, night]"
836,I,have,[tolerance]
837,I,broke,[nose]
838,We,read,"[Huck, Finn]"
839,We,told,"[security, guard]"
840,We,get,[any]
841,we,have,[technology]
842,we,had,[robots]
843,we,have,[humans]
844,we,got,[voice]
845,we,honor,"[Mark, Twain]"
846,we,read,[him]
847,we,read,"[Huck, Finn]"
848,we,had,[things]
849,we,got,[eyes]
850,we,busted,"[lips, bruises]"
851,we,went,"[police, her]"
852,we,told,[police]
853,we,had,[that]
854,we,lost,[her]
855,we,told,"[security, guard]"
856,we,put,[what]
857,we,went,"[security, guard, her]"
858,we,dressed,[her]
859,we,told,"[that, security, guard]"
