,subject,verb,object
406,you,need,"[details, that]"
407,you,supposed,"[what, to, do]"
408,you,manage,"[to, use, your, time, wisely]"
409,you,get,[something]
410,you,feel,[anything]
411,you,do,[anything]
412,you,mind,"[reading, them, out, in, the, order, that, you, chose, them]"
413,you,chose,[them]
414,i,count,"[ipod, cellphone, computer]"
415,i,did,[research]
416,i,found,[what]
417,i,memorize,[it]
418,i,call,[it]
419,i,love,[design]
420,i,going,"[to, lock, myself, on, that, bench, the, whole, day]"
421,i,want,"[to, practice]"
422,i,hide,[it]
423,i,love,[entertainment]
424,i,got,[violin]
425,i,tried,"[to, play, around, on, it]"
426,i,heard,[joke]
427,i,hear,[anything]
428,i,thought,[more]
429,i,going,"[to, be, here, to, perform]"
430,i,learned,[more]
431,i,enjoyed,[more]
432,i,like,"[to, say, this]"
433,he,picked,[violin]
434,it,vibrates,[wave]
435,it,produces,[wave]
436,it,sound,[way]
437,you,like,"[to, play, the, violin, or, the, piano]"
438,you,know,[what]
439,you,like,[it]
440,i,like,"[to, tell, you, the, tale, of, one, of, my, favorite, projects]"
441,i,going,"[to, talk, to, you, about, the, wonders, of, carbon, macro, -, tubes, ,, which, is, charcoal]"
442,i,took,[team]
443,i,going,"[to, take, you, to, a, different, continent]"
444,i,have,[friend]
445,i,took,[that]
446,i,brought,[samples]
447,i,think,[one]
448,i,find,[that]
449,i,mean,[world]
450,i,mean,[world]
451,i,mean,[world]
452,i,mean,[world]
453,i,have,[areas]
454,we,make,"[cooking, fuels]"
455,we,make,[stoves]
456,we,worked,[team]
457,we,wanted,"[what, to, do]"
458,we,wanted,"[to, make, a, fuel, that, used, something, that, was, readily, available, on, the, local, level]"
459,we,wanted,"[what, to, do]"
460,we,wanted,"[to, find, a, way, to, harness, this, waste, resource, and, turn, it, into, a, fuel, that, would, be, something, that, people, could, easily, cook, with, ,, something, like, charcoal]"
461,we,had,"[to, try, to, find, a, way, to, form, it, into, useful, briquettes]"
462,we,did,[this]
463,we,made,[that]
464,we,wanted,"[to, see, if, we, could, introduce, this, charcoal, -, making, technology, there]"
465,we,introduce,[technology]
466,we,use,[what]
467,we,did,[tests]
468,we,did,[comparisons]
469,we,lost,[energy]
470,we,wanted,"[to, try, to, find, a, way, to, make, a, stronger, briquette, so, that, we, could, compete, with, wood, charcoal, in, the, markets, in, haiti]"
471,we,took,"[instron, machine]"
472,we,figured,"[instron, machine]"
473,we,had,[students]
474,we,had,"[community, partners]"
475,we,developed,"[cost, press]"
476,we,have,[product]
477,we,have,[way]
478,we,pass,[these]
479,we,have,"[to, teach, people, how, to, form, it, into, briquettes]"
480,we,need,"[that, to, come, up, with, solutions, for]"
481,we,need,"[that, to, be, training, our, engineers, ,, our, designers, ,, our, business, people]"
482,we,need,"[that, to, find]"
483,we,address,[that]
484,we,need,"[to, create, technologies, for, poor, farmers, to, add, value, to, their, own, crops]"
485,we,need,"[to, rethink, our, development, strategies]"
486,we,promoting,[campaigns]
487,we,need,"[to, think, about, how, we, can, do, that, effectively]"
488,we,need,"[to, work, with, the, people, in, these, communities, and, give, them, the, resources, and, the, tools, that, they, need, to, solve, their, own, problems]"
489,we,doing,[it]
490,we,need,"[to, create, this, future]"
491,we,need,"[to, start, doing, it, now]"
492,we,have,[students]
493,he,built,[that]
494,he,remembered,[dish]
495,they,harvest,[wood]
496,they,make,[charcoal]
497,they,know,[choice]
498,they,have,[choice]
499,they,like,[food]
500,they,do,[what]
501,they,took,[briquettes]
502,they,test,[them]
503,they,found,[that]
504,they,feed,[it]
505,they,burn,[it]
506,they,have,[sugarcane]
507,they,have,[cassava]
508,they,used,[which]
509,they,generate,[income]
510,they,save,[money]
511,they,going,"[that, to, spend, on, charcoal]"
512,they,produce,[excess]
513,they,sell,[it]
514,they,doing,[it]
515,they,make,[that]
516,they,need,"[that, to, solve, their, own, problems]"
517,they,treat,"[them, etc]"
518,it,addresses,"[one, cause]"
519,it,breathing,[smoke]
520,it,has,[use]
521,it,has,[value]
522,it,burns,"[to, be, useful, for, cooking]"
523,it,heats,[water]
524,it,burns,[cleaner]
525,it,takes,[us]
526,you,believe,[that]
527,you,see,[scenes]
528,you,find,[families]
529,you,cut,[it]
530,you,make,[charcoal]
531,you,take,"[waste, paper]"
532,you,compress,[it]
533,you,make,[briquettes]
534,you,see,"[us, peace, corps]"
535,you,see,[these]
536,you,extract,[juice]
537,you,start,[kiln]
538,you,take,[kiln]
539,you,make,[that]
540,you,seal,[it]
541,you,end,[it]
542,you,burn,[this]
543,you,make,[porridge]
544,you,use,[which]
545,you,see,"[health, impacts]"
546,you,see,"[charcoal, briquettes, cow, dung]"
547,you,needed,[sort]
548,you,getting,"[that, performance]"
549,you,produce,[charcoal]
550,you,buy,[what]
551,you,prevent,[deaths]
552,you,saw,[what]
553,you,imagine,[thing]
554,you,need,"[to, form, briquettes]"
555,you,have,[step]
556,you,see,[it]
557,you,have,"[health, benefits]"
558,you,have,[benefits]
559,you,have,[benefits]
560,you,have,"[trade, offs]"
561,you,work,[hours]
562,you,earning,[dollars]
563,you,need,"[to, find, entrepreneurs, ,, or, venture, capitalists]"
564,you,need,[what]
565,you,got,[what]
566,you,use,[models]
567,you,use,[that]
568,you,have,"[to, do, things, with, a, long, time, frame, ,]"
569,you,expect,"[to, get, something, done, in, a, year, or, two, years]"
570,you,have,"[to, be, looking, five, or, 10, years, ahead]"
571,i,going,"[what, to, say]"
572,i,started,"[thinking, about, my, family]"
573,i,started,"[thinking, about, my, father, and, my, grandfather, and, my, great, -, grandfather]"
574,i,realized,"[thinking, about, my, father, and, my, grandfather, and, my, great, -, grandfather]"
575,i,had,[that]
576,i,started,[company]
577,i,wanted,"[to, impress, you, all, with, slides]"
578,i,saw,[presentations]
579,i,made,[graph]
580,i,talk,[graph]
581,i,get,[mouth]
582,i,see,[this]
583,i,going,"[to, be, an, expert, on, one, thing]"
584,i,have,[use]
585,i,missed,[writing]
586,i,started,"[to, write, a, blog]"
587,i,started,"[to, create, things, like, these, little, stories]"
588,i,went,"[me, search, party]"
589,i,made,"[me, search, party]"
590,i,overheard,"[me, search, party]"
591,i,killed,[myself]
592,i,started,[blog]
593,i,going,"[to, be, famous, to, the, world]"
594,i,set,[goal]
595,i,going,"[to, win, an, award]"
596,i,won,[award]
597,i,going,"[to, win, the, south, by, southwest, weblog, award]"
598,i,won,[it]
599,i,reached,[all]
600,i,had,[thousands]
601,i,wrote,[post]
602,i,wrote,[post]
603,i,play,[instruments]
604,i,know,[anything]
605,i,like,[music]
606,i,think,[music]
607,i,heard,[playing]
608,i,said,[music]
609,i,do,[that]
610,i,buy,[banjo]
611,i,wrote,[post]
612,i,make,[joke]
613,i,showing,[this]
614,i,put,[this]
615,i,got,[emails]
616,i,want,"[to, reach, these, people]"
617,i,want,"[to, write, for, this, public, audience]"
618,i,started,"[to, kill, my, blog, slowly]"
619,i,want,"[to, write, this, anymore]"
620,i,tell,[stories]
621,i,wrote,[one]
622,i,put,[this]
623,i,going,"[to, get, choked, up]"
624,i,decided,"[to, break, from]"
625,i,wanted,"[to, give, her, a, little, memorial]"
626,i,encountered,"[a, image]"
627,i,find,[that]
628,i,had,"[to, add, this, slide]"
629,i,knew,[minute]
630,i,showed,[this]
631,i,have,[people]
632,i,know,[that]
633,i,showed,"[rockwell, painting]"
634,i,grew,"[rockwell, painting]"
635,i,spend,[hours]
636,i,have,[record]
637,i,have,[date]
638,i,have,[things]
639,i,spent,[time]
640,i,spent,[time]
641,i,have,[this]
642,i,have,[children]
643,i,do,[something]
644,i,take,[picture]
645,i,doing,[this]
646,i,write,[this]
647,i,showing,[it]
648,i,go,[it]
649,i,going,"[to, get, people, telling, me, i, have, n't, updated]"
650,i,doing,[what]
651,i,put,[pictures]
652,i,had,"[to, go, for, a, one, -, day, trip]"
653,i,wanted,"[not, to, be, there]"
654,i,evolved,[it]
655,i,have,[look]
656,i,have,[look]
657,i,want,"[to, tell]"
658,i,doing,[what]
659,i,tend,[to]
660,i,realized,[sort]
661,i,flattening,[sort]
662,i,printed,"[pdf, it, blog]"
663,i,sent,[pdf]
664,we,have,[people]
665,we,read,[news]
666,we,consume,[media]
667,we,had,"[bank, account]"
668,we,talk,"[to, reach, all, these, people]"
669,we,got,"[to, reach, all, these, people]"
670,we,want,"[to, be, there]"
671,we,have,[company]
672,we,started,"[to, add, this, slide]"
673,we,evolved,[line]
674,we,trace,[line]
675,we,started,"[reading, it]"
676,we,had,[blogs]
677,we,keep,[track]
678,we,empowered,[that]
679,we,have,"[to, be, attack, of, the, blogs]"
680,she,wrote,[post]
681,she,passed,"[to, get, choked, up]"
682,she,read,[blog]
683,she,say,[blog]
684,she,writing,"[reading, it]"
685,she,doing,[what]
686,she,felt,[doing]
687,he,makes,[money]
688,he,won,[award]
689,he,told,[me]
690,he,kill,[me]
691,he,spend,[money]
692,he,writing,[blog]
693,he,expected,[this]
694,he,gets,[pneumonia]
695,he,having,"[failures, breathing, failures, heart, failures]"
696,he,received,[treatment]
697,he,taking,[picture]
698,they,had,"[to, address, it, to, avoid, too, many, customer, concerns]"
699,they,worked,[this]
700,they,document,[story]
701,they,find,[me]
702,they,sent,"[search, party]"
703,they,said,"[separate, your, bank, account]"
704,they,reading,[this]
705,they,did,[what]
706,they,spoke,[english]
707,they,tell,[me]
708,they,passed,[it]
709,they,mentioned,[blog]
710,it,slowing,"[what, to, expect]"
711,it,captures,[moment]
712,you,saw,[this]
713,you,see,[what]
714,you,had,"[msnbc, posting, about, the, hurricane, on, their, blog, ,, updating, it, frequently]"
715,you,have,[friend]
716,you,have,[something]
717,you,buy,[banjo]
718,you,take,[money]
719,you,buy,[banjo]
720,you,open,[account]
721,you,read,[blogs]
722,you,see,"[norman, rockwell]"
723,you,have,"[norman, rockwell]"
724,you,think,[this]
725,you,have,[this]
726,you,have,[day]
727,you,reading,[this]
728,you,know,"[what, to, expect]"
729,you,see,[post]
730,you,going,"[to, see, in, a, paper, or, magazine]"
731,you,read,[blog]
732,you,heard,[things]
733,you,have,"[google, search]"
734,you,find,[things]
735,you,find,[blogs]
736,you,have,[record]
737,you,see,[math]
738,you,see,[things]
739,you,thought,[what]
740,i,began,[piece]
741,i,interviewed,[businesswoman]
742,i,decided,"[to, talk, to, women, about, their, vaginas]"
743,i,knew,[it]
744,i,had,"[to, talk, to, somebody, about, their, vagina]"
745,i,sucked,[trail]
746,i,going,"[to, grow, up]"
747,i,want,"[to, talk, a, little, bit, about, happiness]"
748,i,did,[monologues]
749,i,started,"[practicing, buddhism, 14, years, ago]"
750,i,mistook,[happiness]
751,i,come,"[to, understand, a, little, bit, more, about, happiness]"
752,i,want,"[to, talk, about]"
753,i,learned,[what]
754,i,realized,[which]
755,i,describe,[it]
756,i,understand,[it]
757,i,question,[wave]
758,i,try,"[to, stop, the, wave, or, look, back, at, the, wave]"
759,i,have,"[experience, potential]"
760,i,go,[wave]
761,i,trust,[wave]
762,i,move,[wave]
763,i,started,[piece]
764,i,talking,[piece]
765,i,wrote,[stories]
766,i,put,[them]
767,i,did,[show]
768,i,hear,[vaginas]
769,i,wanted,"[to, stop, doing, the, "", vagina, monologues]"
770,i,discovered,[that]
771,i,want,"[to, bring, this, wave, ,, this, energy, ,, to, college, campuses]"
772,i,learned,[what]
773,i,had,"[honor, privilege]"
774,i,saw,[women]
775,i,met,[women]
776,i,taken,"[vanilla, ice, cream]"
777,i,think,[way]
778,i,understood,[pleasure]
779,i,witnessed,[women]
780,i,met,[women]
781,i,seen,[violence]
782,i,love,"[hearing, about, all, these, species, at, the, bottom, of, the, sea]"
783,i,seen,[something]
784,i,come,[what]
785,i,met,[women]
786,i,want,"[to, tell, a, few, stories]"
787,i,want,"[to, talk, about, three, particular, people, that, i, 've, met, ,]"
788,i,met,[that]
789,i,went,[theater]
790,i,beaten,[husband]
791,i,met,[who]
792,i,met,[her]
793,i,open,[house]
794,i,want,"[to, tell, this, little, story, about, my, own, beginnings]"
795,i,had,[fantasy]
796,i,made,[character]
797,i,call,[him]
798,i,pack,[bag]
799,i,want,"[to, tell, you, a, great, story]"
800,we,think,[what]
801,we,call,[them]
802,we,call,[them]
803,we,having,[conversation]
804,we,got,[conversation]
805,we,do,[what]
806,we,got,[women]
807,we,said,[women]
808,we,use,"[play, energy]"
809,we,put,[event]
810,we,did,[performance]
811,we,raise,[money]
812,we,recognize,[it]
813,we,transmit,[information]
814,we,did,"[v, -, day]"
815,we,sold,[dome]
816,we,met,[her]
817,we,bought,[jeep]
818,we,do,[what]
819,we,arrived,[us]
820,we,want,"[what, most]"
821,we,heal,[part]
822,she,told,[me]
823,she,have,[time]
824,she,have,[time]
825,she,said,[things]
826,she,said,"[energy, play, let, 's, use, the, play, and, have, performances, once, a, year, ,, where, we, can, raise, money, to, stop, violence, against, women, in, local, communities, all, around, the, world]"
827,she,took,[play]
828,she,said,"[let, 's, use, the, play, and, have, performances, once, a, year, ,, where, we, can, raise, money, to, stop, violence, against, women, in, local, communities, all, around, the, world]"
829,she,get,[money]
830,she,had,[money]
831,she,become,[sister]
832,she,bring,[sister]
833,she,brought,[marsha]
834,she,came,[this]
835,she,witnessed,[this]
836,she,decided,[this]
837,she,go,"[husband, v, -, day]"
838,she,leave,[husband]
839,she,bring,"[v, -, day]"
840,she,sold,[theater]
841,she,planning,"[to, retire]"
842,she,went,"[to, discover, what, was, happening, to, the, murdered, and, disappeared, women, of, juarez]"
843,she,began,"[to, discover, what, was, happening, to, the, murdered, and, disappeared, women, of, juarez]"
844,she,gave,[life]
845,she,started,"[to, write, the, stories, which, documented, the, disappeared, women]"
846,she,began,"[to, document, it]"
847,she,opened,[center]
848,she,brought,[this]
849,she,circumcised,[decision]
850,she,made,[decision]
851,she,created,[thing]
852,she,walked,"[vagina, replacement, parts, to, find, them, them, girls]"
853,she,had,"[vagina, replacement, parts]"
854,she,teach,"[girls, parents, boys]"
855,she,walked,"[vagina, replacement, parts, to, find, them, them, girls]"
856,she,have,"[to, find, them]"
857,she,find,[them]
858,she,saved,[girls]
859,she,created,[ritual]
860,she,had,[jeep]
861,she,saved,[girls]
862,she,kept,[going]
863,she,kept,"[committing, herself, to, transforming, consciousness]"
864,he,murdered,[me]
865,they,call,[it]
866,they,call,[it]
867,they,had,[story]
868,they,wanted,"[to, tell, me, their, stories]"
869,they,battered,[uncles]
870,they,beaten,[uncles]
871,they,raped,[uncles]
872,they,incested,[uncles]
873,they,served,"[vanilla, ice, cream]"
874,they,hold,[violence]
875,they,grieve,[it]
876,they,experience,[it]
877,they,go,"[it, lives]"
878,they,devote,[lives]
879,they,move,"[vagina, replacement, parts, to, find, them, them, girls]"
880,they,saved,[house]
881,they,preparing,[ritual]
882,they,were,[us]
883,they,greeted,[us]
884,they,made,[songs]
885,they,singing,[that]
886,they,walked,[us]
887,it,needed,[context]
888,it,opened,[door]
889,it,taken,[me]
890,it,taken,[me]
891,it,taken,[me]
892,it,had,"[trappings, looks]"
893,it,was,[house]
894,it,said,[house]
895,it,hit,[me]
896,it,taken,[years]
897,it,took,[time]
898,you,got,"[to, get, down, there, on, your, back, ,, in, front, of, a, mirror, ,, full, -, length, preferred]"
